,Publisher,,Name of Comic,,Story Title,,Year,,Volume,,No.,,Front Cover Artist,,Artist 1,,Artist 2,,Artist 3,,Condition,,Est. Value,,Notes
,Marvel,,Strange Tales Featuring Brother Voodoo,,Beware the Black Talon,,1974,,1,,173,,,,"Colan, Gene",,"Giordano, Dick",,,,VF minus,,20,,
,DC,,Superman,,The Wizard With the Golden Eye,,1974,,36,,273,,,,"Swan, Curt",,"Colletta, Vince",,,,GD/VG,,5,,2nd story: Private Life of Clark Kent
,DC,,Superman,,"The Private Life of Clark Kent, Blind Date",,1974,,36,,273,,,,"Swan, Curt",,"Giordano, Dick",,,,,,,,
Keep,DC,,Superman,,The Man with the Kryptonite Heart,,1977,,39,,310,,"Lopez, Garcia",,"Swan, Curt",,"Blaisdell, Tex",,,,VF,,9,,Public Service Page in Back 1 story
,DC,,Superman,,Clark Kent's Vanishing Classmates,,1980,,42,,350,,Andru,,"Swan, Curt",,"Chiaramonte, Frank",,,,GD/VG,,3,,cover also by Giordano
,DC,,Superman,,Stowaway from the Stars,,1981,,43,,361,,Andru,,"Swan, Curt",,"Chiaramonte, Frank",,,,GD/VG,,2,,cover also by Giordano
,DC,,Superman,,"Superman 2020, The Ace of New Metropolis",,1981,,43,,361,,Andru,,"Saviuk, Alex",,"Colletta, Vince",,,,,,,,
,DC/Comics Bruguera,,Superman,,In Spanish,,1979,,3,,47/Superman 7,,"Andru,",,,,,,,,GD,,,,cover also by Giordano
,DC,,"Superman & Starman, DC Presents",,Whatever Happened to Starman?,,1981,,4,,36,,STP,,"Levitz, Paul",,"Starlin, Jim",,,,VG,,5,,
,DC,,"Superman & The Phantom Stranger, DC Presents",,Judgment Night,,1980,,3,,25,,Andru,,"Dillin, Dick",,"McLaughlin, Frank",,,,FN,,6,,cover also Giordano
,DC,,"Superman & The Phantom Stranger, DC Presents",,Whatever Happened to Hourman,,1980,,3,,25,,Andru,,"Nicholas, Charles",,"Giella, Joe",,,,,,,,
,DC,,Superman Family,,Supergirl in the Super-Switch to NY,,1981,,28,,208,,"Andru,",,"Mortimer, Win",,"Colletta, Vince",,,,GD,,3,,"cool back cover, Giordano also on cover"
,DC,,Superman Family,,Mr. & Mrs. Superman in the 5th Dimensional Hijack,,1981,,28,,208,,"Andru,",,"Schaffenberger, Kurt",,"Breeding, Brett",,,,,,,,
,DC,,Superman Family,,"The Private Life of Clark Kent, the Case of the Stolen Clock",,1981,,28,,208,,"Andru,",,"Calnan, John",,"Giella, Joe",,,,,,,,
,DC,,Superman Family,,"Superman's Girlfriend Lois Lane, Lois' Dream Scoop",,1981,,28,,208,,"Andru,",,"Oxner, Bob",,"Colletta, Vince",,,,,,,,
,DC,,Superman Family,,"Superman's Pal Jimmy Olsen, The Mystery of the Mystery Mail",,1981,,28,,208,,"Andru,",,"Tuska, George",,,,,,,,,,
,DC,,"Swamp Thing, DC Special Series",,The Saga of the Swamp Thing,,1977,,1,,2,,"Wrightson, Berni",,"Wrightson, Berni",,,,,,VF plus,,,,
,DC,,"Swamp Thing, DC Special Series",,The Lurker in Tunnel 13,,1974,,3,,8,,,,"Wrightson, Berni",,,,,,VF/NM,,53,,
,DC,,"Swamp Thing, DC Special Series",,Night of the Warring Dead,,1975,,4,,16,,,,"Redondo, Nestor",,,,,,Incomplete; no front cover,,Not Valued,,
,DC,,"Swamp Thing, DC Special Series",,A Second Time to Die,,1975,,4,,19,,,,"Redondo, Nestor",,,,,,VF/NM,,28,,
,DC,,"Swamp Thing, DC Special Series",,The Mirror Monster,,1975,,4,,20,,"Chua, Ernie",,"Redondo, Nestor",,,,,,NM minus,,38,,
,DC,,"Swamp Thing, DC Special Series",,Requiem,,1976,,5,,21,,"Redondo, Nestor",,"Redondo, Nestor",,,,,,NM minus,,38,,
,DC,,"Swamp Thing, DC Special Series",,The Solomon Plague,,1976,,5,,22,,"Chua, Ernie",,"Redondo, Nestor",,,,,,FN/VF,,14,,
,DC,,"Swamp Thing, DC Special Series",,Rebirth & Nightmare,,1976,,5,,23,,,,"Redondo, Nestor",,,,,,NM,,48,,
,DC,,Sword of Sorcery,,Fafhrd The Barbarian and the Gray Mouser,,1973,,1,,1,,,,"Chaykin, Howard",,"Bunkers, Crusty",,,,VF plus,,19,,,,,
,DC,,Sword of Sorcery,,Revenge of the Skull of Jewels,,1973,,1,,2,,"Wrightson, Berni",,"Chaykin, Howard",,,,,,VF,,13,,,,,
,DC,,Sword of Sorcery,,Betrayal,,1973,,1,,3,,,,,,,,,,VF minus,,7,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,"Giraud, Jean ""Moebius""",,"Hester, Phillip",,,,,,,,,,magazine size  back cover Brian Sendelbach   ,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Sim, Dave",,"Burns, Charles",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Gaiman,",,"Zulli,",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"D'Israeli,",,,,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Eyre,",,"Robinson,",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Asquith,",,Taylor,,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Moebius,",,"Jodorowsky,",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Wilson, S. Clay",,,,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Foerster, P",,,,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Lucas, ",,"Blue,",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Lee, ",,"Vess,",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Grimes, Rick",,,,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Aiken,",,"Hoffman,",,,,,,,,,,,
,Spider Baby Grafix & Publications,,Taboo,,,,1990,,,,,,,,"Moore,",,Campbell,,,,,,,,
,Last Gasp Eco Funnies,,Tales from the Leather Nun,,Tales of the Leather Nun,,1973,,,,1,,"Sheridan, Dave",,"Sheridan, Dave",,,,,,NM,,25,,
Keep,Last Gasp Eco Funnies,,Tales from the Leather Nun,,The Adventures of R. Crumb Himself,,1973,,,,1,,"Sheridan, Dave",,"Crumb, R",,,,,,,,,,
,Last Gasp Eco Funnies,,Tales from the Leather Nun,,The Leather Nun Gets Hers,,1973,,,,1,,"Sheridan, Dave",,"Spain,",,,,,,,,,,
,Last Gasp Eco Funnies,,Tales from the Leather Nun,,The Leather Nun's Grandmother,,1973,,,,1,,"Sheridan, Dave",,"Jaxon,",,,,,,,,,,
,Last Gasp Eco Funnies,,Tales from the Leather Nun,,Father Justin Thyme in Confessions of a Teenage Confessor,,1973,,,,1,,"Sheridan, Dave",,"Ryan, Pat",,,,,,,,,,
,Last Gasp Eco Funnies,,Tales from the Leather Nun,,Br'er Dragon's Dream,,1973,,,,1,,"Sheridan, Dave",,"Brand, Roger",,,,,,,,,,
,Print Mint,,Tales of Toad,,"Several stories, Mr. Toad and Zippy the Pinhead",,1971,,,,2,,"Griffith, Bill",,"Griffith, Bill",,,,,,VF/NM,,55,,
,Dark Horse Comics,,Tank Girl,,Welcome to Bell's End,,1995,,,,2,,,,"Hewlett, Jamie",,"Martin, Alan",,,,M,,,,reprint collection of issues 1-4 of comic book series Tank Girl 2
,DC,,Tarzan,,The Trophy,,1973,,26,,218,,"Kubert, Joe",,"Kubert, Joe",,,,,,NM/M,,,,
,DC,,"Tarzan Annual, Jungle Tales of",,Tarzan's First Love,,1977,,1,,1,,,,"Buscema, John",,"Gan, Steve",,,,M minus,,,,
,DC,,"Tarzan, The Untamed",,Life for a Life,,1976,,29,,252,,"Lopez, Garcia",,"Lopez, Jose Luis Garcia",,"Florese, Rudy",,,,M,,,,
,DC,,"Tarzan, of the Apes",,The Renegades,,1977,,30,,258,,,,"Kubert, Joe",,,,,,M,,,,
,DC,,"Tarzan, Lord of the Jungle",,Survival!,,1978,,1,,18,,"Byrne, John",,"Buscema, John",,"Janson, Klaus",,,,M,,,,BM also on cover
,DC,,"Tarzan Family, Giant",,"Korak, Son of Tarzan in Song of the Dolphin",,1976,,13,,63,,"Kubert, Joe",,,,,,,,M minus,,,,
,DC,,"Tarzan Family, Giant",,John Carter of Mars in Death Has 3 Heads,,1976,,13,,63,,"Kubert, Joe",,"Zamora, Rudy",,"Katan,",,,,M minus,,,,
,DC,,"Tarzan Family, Giant",,"ERB's ""The Boy Lieutenant""",,1976,,13,,63,,"Kubert, Joe",,"Foster, Hal",,,,,,M minus,,,,originally published 1/11/31-12/13/31,,,,
,DC,,Tarzan Presents Weird Worlds,,John Carter of Mars in Death Knell,,1973,,2,,5,,"Kaluta, MW",,"Amandola, Sal",,,,,,VF/NM,,,,,,,,
,DC,,Tarzan Presents Weird Worlds,,"Pellucidar, Combat",,1973,,2,,5,,"Kaluta, MW",,"Green, Dan",,,,,,VF/NM,,,,,,,,
,Williams Netherland B.V.,,"Tarzan Classics, Tarzan Van De Apen",,Der Samenzwering,,1973,,,,12153,,,,"Celardo, John",,,,,,M minus,,,,,,,,
,Marvel,,"Thing & Black Goliath, Marvel 2-in-1",,,,1977,,1,,24,,"Buscema, Sal",,"Buscema, Sal",,"Marcos, Pablo",,,,NM,,8,,,,,,
,Marvel,,"Thing & The Black Panther, Marvel 2-in-1",,Conjure Night,,1978,,1,,40,,"Wilson, Ron",,"Wilson, Ron",,"Marcos, Pablo",,,,NM,,7,,,,,,
,DC,,Tomahawk,,The Last Mile of Massacre Trail,,1968,,,,116,,"Adams, Neal",,"Ray, Fred",,,,,,VF minus,,30,,,,,,
,DC,,"Tomahawk, Son of",,Death Council,,1972,,23,,139,,"Kubert, Joe",,"Thorne, Frank",,,,,,VF/NM,,33,,,,,,
,DC,,"Tomahawk, Son of",,Monty West - Four-Legged Sheriff,,1972,,23,,139,,"Kubert, Joe",,,,,,,,,,,,,,,,
,DC,,"Tomahawk, Son of",,The Black Cougar,,1972,,23,,139,,"Kubert, Joe",,"Frazetta, Frank",,,,,,,,,,,,,,
,DC,,"Tomahawk, Son of",,The Rescue,,1972,,23,,140,,"Kubert, Joe",,"Thorne, Frank",,,,,,VF/NM,,30,,,,,,
,DC,,"Tomahawk, Son of",,Monty-West - The Trail of the Underground Voices,,1972,,23,,140,,"Kubert, Joe",,,,,,,,,,,,,,,,
,DC,,"Tomahawk, Son of",,A Good Day to Die,,1972,,23,,140,,"Kubert, Joe",,"Glanzman, Sam",,,,,,,,,,,,,,
,DC,,"Tomahawk, Son of",,"Hare Today, Gone Tomorrow",,1972,,23,,140,,"Kubert, Joe",,,,,,,,,,,,,,,,
,DC,,"Tomahawk, Son of",,Tomahawk - The Buffalo Brave from Misty Mountain,,1972,,23,,140,,"Kubert, Joe",,,,,,,,,,,,,,,,
Keep,Marvel,,"Tomb of Dracula, The",,Where No Vampire Has Gone Before,,1978,,1,,65,,,,"Colan, Gene",,"Palmer, Tom",,"M, Francoise",,,,9 to 14 to 20,,background Tex Blaisdell - cover by Joe Kubert?,,,,
,The Federal Reserve Bank of NY,,"Too Much, Too Little",,,,1989,,,,,,"Wenzel, Al",,"Wenzel, Al",,,,,,VF,,NL,,
,DC,,Tor,,Black Valley,,1975,,1,,4,,"Kubert, Joe",,"Kubert, Joe",,,,,,NM minus,,8,,
,DC,,Tor,,Triceratops,,1975,,1,,4,,"Kubert, Joe",,"Heath, Russ",,,,,,,,,,
,DC,,Tor,,Tor-Killer Man,,1975,,1,,4,,"Kubert, Joe",,"Kubert, Joe",,,,,,,,,,
,DC,,Tor,,Isle of Fire,,1975,,1,,3,,"Kubert, Joe",,"Kubert, Joe",,,,,,VF plus,,5,,
,DC,,Tor,,Danny Dreams,,1975,,1,,3,,"Kubert, Joe",,"Kubert, Joe",,,,,,,,,,
,DC,,Tor,,A Million Years Ago,,1975,,1,,2,,"Kubert, Joe",,"Kubert, Joe",,,,,,VF/NM,,6,,
,DC,,Tor,,Danny Dreams,,1975,,1,,2,,"Kubert, Joe",,"Kubert, Joe",,,,,,,,,,
,DC,,Tor,,The Beating,,1975,,1,,1,,"Kubert, Joe",,"Kubert, Joe",,,,,,NM,,24,,
,DC,,Unexpected,,Last Laugh of a Corpse,,1980,,25,,197,,LD,,"Patricio, Ernesto",,,,,,FR/GD,,2,,
,DC,,Unexpected,,A Pound of Flesh…and Blood,,1980,,25,,197,,LD,,"Yandoc, Ruben",,,,,,,,,,
,DC,,Unexpected,,"My Ghostwriter, The Vampire",,1980,,25,,197,,LD,,"Henson, Teny",,,,,,,,,,
,DC ,,Unexpected,,Scared Stiff,,1975,,20,,167,,LD,,"Redondo, Frank",,,,,,GD,,2,,
,DC ,,Unexpected,,Murder by Mail,,1975,,20,,167,,LD,,"Gamboa, R",,,,,,,,,,
,DC ,,Unexpected,,Death Watch,,1975,,20,,167,,LD,,"Yandoc, Ruben",,,,,,,,,,
,DC,,Unexpected,,Intro,,1980,,25,,201,,"Janes, Jimmy",,"Tanghal, Romeo",,,,,,FR,,1,,cover also Giordano
,DC,,Unexpected,,"The House of Secrets, Do Unto Others",,1980,,25,,201,,"Janes, Jimmy",,"Heck, Don",,"Colletta, Vince",,,,,,,,
,DC,,Unexpected,,About Mirrors in a Madhouse,,1980,,25,,201,,"Janes, Jimmy",,"Craig, Jim",,,,,,,,,,
,DC,,Unexpected,,Johnny Peril in The Advenutre of the Angel's Smile,,1981,,26,,212,,"Kaluta, M",,"Von Eeden, Trevor",,"Breeding, Brett",,,,VG,,4,,
,DC,,Unexpected,,Corpses in Quicksand,,1981,,26,,212,,"Kaluta, M",,"Sparling, Jack",,"Colleta, Vince",,,,,,,,
,DC,,Unexpected,,Burial Rights,,1981,,26,,212,,"Kaluta, M",,"Mortimer, Winslow",,"DeMulder, Kim",,,,,,,,
,DC,,Unexpected,,Quarantine,,1981,,26,,212,,"Kaluta, M",,"Nicholas, C",,"Colletta, Vince",,,,,,,,
,DC,,"Unknown Soldier, The",,Get the Desert Fox,,1979,,28,,229,,"Kubert, Joe",,"Ayers, Dick",,"Talaoc, Gerry",,,,Poor,,NV,,
,DC,,"Unknown Soldier, The",,Shall Heroes Prevail?,,1980,,29,,241,,"Kubert, Joe",,"Ayers, Dick",,"Talaoc, Gerry",,,,Poor,,NV,,
,DC,,"Unknown Soldier, The",,Double Switch,,1980,,29,,243,,"Kubert, Joe",,"Ayers, Dick",,"Talaoc, Gerry",,,,GD,,2,,
,DC,,"Unknown Soldier, The",,"Killers Above, Killers Below",,1980,,29,,243,,"Kubert, Joe",,"Randall, Ron",,"Janes, Jimmy",,,,,,,,
,DC,,"Unknown Soldier, The",,"Dateline: Frontline, The Yanks are Comin'",,1980,,29,,243,,"Kubert, Joe",,"Estrada, Ric",,,,,,,,,,
,DC,,"Unknown Soldier, The",,The Subway War,,1981,,30,,253,,"Kubert, Joe",,"Ayers, Dick",,"Talaoc, Gerry",,,,GD,,2,,
,DC,,"Unknown Soldier, The",,Weird War Games,,1981,,30,,253,,"Kubert, Joe",,"Manak,",,,,,,,,,,
,DC,,"Unknown Soldier, The",,"Enemy Ace in Hell in the Heavens, Part 3:  Midnight and Murder",,1981,,30,,254,,"Kubert, Joe",,"Severin, John",,,,,,,,,,
,Gemstone Publishing,,Walt Disney's Uncle Scrooge,,The Son of the Sun,,1987,,,,335,,"Branca, Daniel",,"Rosa, Don",,,,,,NM,,7,,Costs $6.95
,Gemstone Publishing,,Walt Disney's Uncle Scrooge,,"Donald Duck, The Old, Old Fishing Hole",,2004,,,,,,"Branca, Daniel",,Rodrigues,,,,,,,,,,
,Gemstone Publishing,,Walt Disney's Uncle Scrooge,,"Gyro Gearloose, The Joke Factory",,2004,,,,,,"Branca, Daniel",,"Branca, Daniel",,,,,,,,,,
,Gemstone Publishing,,Walt Disney's Uncle Scrooge,,Back to Basics,,2004,,,,,,"Branca, Daniel",,"Uzal, Anibal",,,,,,,,,,
,Gemstone,,Walt Disney's Uncle Scrooge,,Rodent's Ransom,,2004,,,,,,"Branca, Daniel",,"Jippes, Daan",,,,,,,,,,
,DC,,"Warlord, The",,The Warlord,,1975,,1,,8,,"Grell, Mike",,"Grell, Mike",,,,,,VF,,8,,
Keep,DC,,Weird Mystery Tales,,The Friedman's Monster,,1975,,4,,20,,IC?,,"Yandoc, Ruben",,,,,,GD/VG,,3,,Editor Tex Blaisdell
,DC,,Weird Mystery Tales,,The Veil of Death,,1975,,4,,20,,IC?,,"Henson, Teny",,,,,,,,,,
,DC,,Weird Mystery Tales,,Baker's Dozen,,1975,,4,,20,,IC?,,"Carrillo, Fred",,,,,,,,,,
Keep,DC,,Weird War Tales,,The Elements of Death,,1974,,4,,30,,LD,,"Talaoc, Gerry",,,,,,GD,,3,,
,DC,,Weird War Tales,,The Day After Doomsday,,1974,,4,,30,,LD,,"Draut, Bill",,,,,,,,,,
,DC,,Weird War Tales,,Dream of Death,,1974,,4,,30,,LD,,"Chua, Ernie",,"Blaisdell, Tex",,,,,,,,
,DC,,Weird War Tales,,Homecoming,,1974,,4,,30,,LD,,"Redondo, Q",,,,,,,,,,
,DC,,Weird War Tales,,The Abominable Weapon,,1977,,7,,55,,"Kubert, Joe",,"Draut, Bill",,,,,,GD,,2,,
,DC,,Weird War Tales,,A Rebel Shall Rise from the Grave,,1977,,7,,55,,"Kubert, Joe",,"Nino, Alex",,,,,,,,,,
,DC,,Weird War Tales,,Dog Tag Lottery,,1981,,11,,102,,Buckler,,"Zamora, Noly",,,,,,GD,,2,,cover also Giordano
,DC,,Weird War Tales,,Grudge Match in the Grave,,1981,,11,,102,,Buckler,,"McDonnel,",,"Rodriguez,",,,,,,,,
,DC,,Weird War Tales,,Creature Commandos in The Children's Crusade,,1981,,11,,102,,Buckler,,"Carrillo, Fred",,,,,,,,,,
,DC,,Weird War Tales,,A Wish to Die,,1981,,11,,102,,Buckler,,"Garcia,",,"Celardo,",,,,,,,,,,,,
,DC,,Weird War Tales,,Astral Attackers,,1981,,11,,102,,Buckler,,"Von Eeden, Trevor",,"Ordway, Jerry",,,,,,,,,,,,
,DC,,Weird Western Tales Starring Scalphunter,,A Cold Way to Die,,1980,,11,,70,,LD,,"Conway, Gerry",,"Ayers, Dick",,"Tanghal, Romeo",,Gd,,,,,,,,
Keep,Marvel,,Wolfpack,,Wheels,,1988,,1,,2,,,,"Wilson, Ron",,"Baker, Kyle",,,,NM,,4,,background Tex Blaisdell,,,,
Keep,Marvel,,Wolfpack,,Crusade,,1988,,1,,1,,,,"Wilson, Ron",,"Baker, Kyle",,,,VF minus,,5,,background Tex Blaisdell,,,,
,Spoof Comics,,Wolverbroad,,,,1993,,,,3,,"Balent, Jim",,"Carola, Dominic",,"Napolitano, Nick",,"Petrey, Willard",,NM,,,,,,,,
,Rip Off Press,,Wonder Warthog and the Battle of the Titans,,Wonder Warthog and the Battle of the Titans,,1989,,,,,,"Shelton, Gilbert",,"Shelton, Gilbert",,"Bell, Tony",,"Brown, Joe",,VF/NM,,15,,,,,,
,Ripoff Comics,,Wonder Warthog and the Battle of the Titans,,"Philbert Desanex's 100,000th Dream",,1989,,,,,,,,"Shelton, Gilbert",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog and the Battle of the Titans,,The Death of Fat Freddy,,1989,,,,,,,,"Shelton, Gilbert",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog and the Battle of the Titans,,Fat Freddy's Cat,,1989,,,,,,,,"Shelton, Gilbert",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog and the Battle of the Titans,,Shelton's Advanced International Motoring Tips,,,,,,,,,,"Shelton, Gilbert",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog in Sudden Death,,Fabulous Furry Freak Brothers,,,,,,,,,,"Shelton, Gilbert",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog in Sudden Death,,Mom Squad,,,,,,,,,,"Diggs, R",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog in Sudden Death,,Dealer McDope,,,,,,,,,,"Sheridan, Dave",,,,,,,,,,,,,,
,Ripoff Comics,,Wonder Warthog in Sudden Death,,Dorman's Doggie,,,,,,,,,,"Sturgeon, Foolbert",,"Griffith, Bill",,,,,,,,,,,,
Keep,DC,,World's Finest ,,Superman & Batman - Vampire of Steel,,1978,,38,,249,,"J,A",,"Schaffenberger, Kurt",,"Blaisdell, Tex",,,,Gd,,2,,,,,,
Keep,DC,,World's Finest ,,Green Arrow & Canary - Will the Costume Make the Hero,,1978,,38,,249,,"J,A",,"Von Eeden, Trevor",,"Colletta, Vince",,,,,,,,
Keep,DC,,World's Finest ,,Beware the Creeper - Moonlady & the Monster,,1978,,38,,249,,"J,A",,"Ditko, Steve",,,,,,,,,,
Keep,DC,,World's Finest ,,Wonder Woman & Sgt. Rock - A Fire in the Sky,,1978,,38,,249,,"J,A",,"Vosburg, Mike",,"Smith, Bob",,,,,,,,
Keep,DC,,World's Finest -  Giant - The Sons of Superman and Bat Man,,The Shocking Switch of the Super-Sons,,1974,,34,,224,,"Cardy, Nick",,"Dillin, Dick",,"Colletta, Vince",,,,VF,,30,,background Tex Blaisdell
Keep,DC,,World's Finest -  Giant - The Sons of Superman and Bat Man,,"Johnny Quick - Tubby Watts, Efficiency Expert",,1974,,34,,224,,,,,,,,,,,,,,background Tex Blaisdell - copyright 1952
,DC,,World's Finest -  Giant - The Sons of Superman and Bat Man,,Superman and Bat Man - Superman's Secret Master,,1974,,34,,224,,,,"Mooney, Jim",,,,,,,,,,background Tex Blaisdell
,DC,,World's Finest -  Giant - The Sons of Superman and Bat Man,,Metamorpho - Never Bet Against an Element Man,,1974,,34,,224,,,,"Orlando, Joe",,"Esposito, Mike",,,,,,,,background Tex Blaisdell - copyright 1966
,DC,,World's Finest -  Giant - The Sons of Superman and Bat Man,,Superman & Bat Man - Fort Crime,,1974,,34,,224,,,,"Swan, Curt",,"Sprang, Dick",,,,,,,,background Tex Blaisdell - copyright 1952
Keep,DC,,World's Finest - Giant - Superman & Batman Co-starring Deadman,,Death Flaunts Its Golden Grin,,1975,,35,,227,,"Cardy, Nick",,"Dillian, Dick",,"Blaisdell, Tex",,,,VF,,30,,
,DC,,World's Finest - Giant - Superman & Batman Co-starring Deadman,,"Rip Hunter, Time Master - The Secret of Mt. Olympus",,1975,,35,,227,,,,"Ely, Bill",,,,,,,,,,background Tex Blaisdell
,DC,,World's Finest - Giant - Superman & Batman Co-starring Deadman,,Vigilante- The Reformed Owlhoot Club,,1975,,35,,227,,,,,,,,,,,,,,background Tex Blaisdell
,DC,,World's Finest - Giant - Superman & Batman Co-starring Deadman,,"John Jones, Manhunter from Mars - The Man With 20 Lives",,1975,,35,,227,,,,"Certa, Joe",,,,,,,,,,
,DC,,World's Finest - Giant - Superman & Batman Co-starring Deadman,,Superman & Bat Man The Cape and Cowl Crooks,,1975,,35,,227,,,,"Swan, Curt",,"Klein, George",,,,,,,,background Tex Blaisdell
Keep,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,The Girl Whom Time Forgot,,1975,,35,,230,,"Chan, Ernie",,"Swan, Curt",,"Blaisdell, Tex",,,,VF,,17,,
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Aquaman - The Sorcerer of the Sea,,1975,,35,,230,,,,"Fradon, Ramona",,,,,,,,,,background Tex Blaisdell
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Challengers of the Unknown - To Call A Deadman,,1975,,35,,230,,,,"Tuska, George",,"Adams, Neal",,,,,,,,background Tex Blaisdell
Keep,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Crown for a New Bat Man,,1975,,35,,228,,"Cardy, Nick",,"Dillin, Dick",,"Blaisdell, Tex",,,,VF,,30,,
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Vigilante - The Broadway Posse,,1975,,35,,228,,,,"Dillin, Dick",,"Blaisdell, Tex",,,,,,,,background Tex Blaisdell
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Aquaman- The Menace of the Land-Sea Beasts,,1975,,35,,228,,,,"Cardy, Nick",,"Blaisdell, Tex",,,,,,,,
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Metamorpho - The Junkyard of Doom,,1975,,35,,228,,,,"Fradon, Ramona",,,,,,,,,,background Tex Blaisdell
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,The Amazing Reversals of Superman and Batman,,1975,,35,,228,,,,,,,,,,,,,,
,DC,,World's Finest - Giant - The Sons of Superman and Bat Man,,Eclipso - Hideout on Fear Island,,1975,,35,,228,,,,"Toth, Alexander",,,,,,,,,,background Tex Blaisdell
Keep,DC,,World's Finest - Superman and Bat Man,,Intruder from a Dead World,,1976,,36,,237,,,,"Elias, Lee",,"Calnan, John",,,,NM,,16,,"background Tex Blaisdell, cover?"
Keep,DC,,"World's Finest - Superman, Bat Man and Their Super-Sons",,World Without Men,,1975,,35,,233,,,,"Dillin, Dick",,"Calnan, John",,,,VF,,9,,background Tex Blaisdell
Keep,DC,,"World's Finest - Superman, Bat Man, The Atom",,Killers Come in All Sizes,,1976,,36,,236,,,,"Dillin, Dick",,"Calnan, John",,,,VF,,9,,background Tex Blaisdell
Keep,DC,,World's Finest- The Sons of Superman & Bat Man,,Evil in Paradise,,1974,,34,,222,,,,"Dillin, Dick",,"Colletta, Vince",,,,,,,,background Tex Blaisdell
Keep,Mirage,,Xenotech,,,,,,,,3,,"Jones, Robert",,"Dooney, Michael",,"Jones, Robert",,"Blaisdell, Tex",,M,,Not Listed,,6+ copies - KEEP
Keep,Krupp Comic Works,,XYZ Comics,Several stories,,,1972,,,,,,"Crumb, R",,"Crumb, R",,,,,,Gd,,12,,
,DC,,Yang,,,,1974,,2,,2,,"Satter, Warren",,"Satter, Warren",,,,,,VF minus,,4,,
,DC,,Yang,,,,1974,,2,,3,,"Satter, Warren",,"Satter, Warren",,,,,,VF,,6,,
,DC,,Yang,,,,1974,,2,,4,,"Satter, Warren",,"Satter, Warren",,,,,,VF,,6,,
,DC,,Yang,,,,1974,,2,,5,,"Satter, Warren",,"Satter, Warren",,,,,,VF,,6,,
,DC,,Yang,,,,1974,,2,,6,,"Satter, Warren",,"Satter, Warren",,,,,,VF/NM,,16,,
,DC,,Yang,,,,1974,,2,,7,,"Satter, Warren",,"Satter, Warren",,,,,,VF minus,,8,,
,DC,,Yang,,,,1974,,2,,10,,"Satter, Warren",,"Satter, Warren",,,,,,Gd,,1,,
,DC,,Yang,,,,1974,,2,,13,,"Satter, Warren",,"Satter, Warren",,,,,,VF plus,,7,,
,Print Mint,,Yellow Dog,,Garbage Man Comics,,1969,,,,17,,"Welz, Larry",,"Welz, Larry",,,,,,VF/NM,,30,,Back cover by Trina
,Print Mint,,Yellow Dog,,Food Trip,,1969,,,,17,,"Welz, Larry",,"Dougherty, Robert",,,,,,,,,,
,Print Mint,,Yellow Dog,,Mal-ig,,1969,,,,17,,"Welz, Larry",,,,,,,,,,,,
,Print Mint,,Yellow Dog,,Far Out or Somewhere,,1969,,,,17,,"Welz, Larry",,"Metzger, George",,"Shubb, Rick",,,,,,,,
,Print Mint,,Yellow Dog,,Pop!,,1969,,,,17,,"Welz, Larry",,"Lipking, Ronald",,,,,,,,,,
,Print Mint,,Yellow Dog,,The Rolling Stones at Altamont,,1969,,,,17,,"Welz, Larry",,,,,,,,,,,,
